Starting job 1 at Mo 10. Feb 00:03:44 CET 2025
Configuration: dataset=all_domains_all_samples prompt=markdown_fact_first_few_shot_structured train=markdown_fact_first_few_shot_structured ++train.training_args.per_device_train_batch_size=8 ++train.training_args.gradient_accumulation_steps=2
[2025-02-10 00:04:10,235][root][INFO] - Global seed set to 314
[2025-02-10 00:04:10,237][root][WARNING] - Quantisation will be done on loaded model, THIS IS A QLORA FINE-TUNING RUN
[2025-02-10 00:04:10,237][root][WARNING] - Following flags are set for the run : 
 Use Quantisation before fine-tuning : True 
 Perform Validation on epoch end : False
[2025-02-10 00:04:10,237][root][INFO] - Running Fine-tuning on the all_domains_all_samples dataset
[2025-02-10 00:04:10,237][root][INFO] - Current training config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-10 00:04:10,237][root][INFO] - Loading dataset from /home/fr/fr_fr/fr_rf1031/bar-llama/dataset/seed_dataset/distilled_dataset.json
[2025-02-10 00:04:10,274][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-10 00:04:10,765][root][INFO] - Indexing complete, sampling of questions set to True
[2025-02-10 00:04:10,766][root][INFO] - Questions selected, dataset contains 1512 questions with 216.0 questions per domain
[2025-02-10 00:04:10,798][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${train.prompt.response_format}_${train.prompt.response_type}_${train.prompt.explanation_type}.txt', 'include_system_prompt': True}
[2025-02-10 00:04:12,077][root][INFO] - Tokenizer meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:04:41,956][root][INFO] - Quantised model meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:05:15,818][root][INFO] - Model prepared for kbit training
[2025-02-10 00:05:15,818][root][INFO] - Lora config loaded, following are the details : 
 LoraConfig(peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, base_model_name_or_path=None, revision=None, task_type='CAUSAL_LM', inference_mode=False, r=64, target_modules={'q_proj', 'gate_proj', 'k_proj', 'o_proj', 'up_proj', 'down_proj', 'v_proj'}, lora_alpha=32, lora_dropout=0.05, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', loftq_config={}, use_dora=False, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False))
[2025-02-10 00:05:17,518][root][INFO] - Lora adapter added to model
[2025-02-10 00:05:18,939][accelerate.utils.other][WARNING] - Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
[2025-02-11 08:14:46,979][root][INFO] - Domain : Constitutional_law, Question : 49
[2025-02-11 08:15:18,093][root][INFO] - Domain : Constitutional_law, Question : 56
[2025-02-11 08:15:48,528][root][INFO] - Domain : Constitutional_law, Question : 62
[2025-02-11 08:16:19,553][root][INFO] - Processing question number 10
[2025-02-11 08:16:19,556][root][INFO] - Domain : Constitutional_law, Question : 70
[2025-02-11 08:16:49,788][root][INFO] - Domain : Constitutional_law, Question : 78
[2025-02-11 08:17:20,585][root][INFO] - Domain : Constitutional_law, Question : 86
[2025-02-11 08:17:51,548][root][INFO] - Domain : Constitutional_law, Question : 99
[2025-02-11 08:18:21,995][root][INFO] - Domain : Criminal_law, Question : 2
[2025-02-11 08:18:53,418][root][INFO] - Domain : Criminal_law, Question : 8
[2025-02-11 08:19:24,431][root][INFO] - Domain : Criminal_law, Question : 15
[2025-02-11 08:19:55,385][root][INFO] - Domain : Criminal_law, Question : 21
[2025-02-11 08:20:26,174][root][INFO] - Domain : Criminal_law, Question : 29
[2025-02-11 08:20:57,563][root][INFO] - Domain : Criminal_law, Question : 37
[2025-02-11 08:21:29,039][root][INFO] - Processing question number 20
[2025-02-11 08:21:29,043][root][INFO] - Domain : Criminal_law, Question : 44
[2025-02-11 08:21:59,315][root][INFO] - Domain : Criminal_law, Question : 55
[2025-02-11 08:22:30,447][root][INFO] - Domain : Criminal_law, Question : 64
[2025-02-11 08:23:01,098][root][INFO] - Domain : Criminal_law, Question : 71
[2025-02-11 08:23:31,955][root][INFO] - Domain : Criminal_law, Question : 76
[2025-02-11 08:24:02,881][root][INFO] - Domain : Criminal_law, Question : 83
[2025-02-11 08:24:34,358][root][INFO] - Domain : Criminal_law, Question : 89
[2025-02-11 08:25:05,338][root][INFO] - Domain : Criminal_law, Question : 96
[2025-02-11 08:25:36,483][root][INFO] - Domain : Contracts, Question : 3
[2025-02-11 08:26:07,465][root][INFO] - Domain : Contracts, Question : 7
[2025-02-11 08:26:39,051][root][INFO] - Processing question number 30
[2025-02-11 08:26:39,054][root][INFO] - Domain : Contracts, Question : 14
[2025-02-11 08:27:10,086][root][INFO] - Domain : Contracts, Question : 24
[2025-02-11 08:27:40,971][root][INFO] - Domain : Contracts, Question : 28
[2025-02-11 08:28:11,758][root][INFO] - Domain : Contracts, Question : 34
[2025-02-11 08:28:43,318][root][INFO] - Domain : Contracts, Question : 42
[2025-02-11 08:29:14,273][root][INFO] - Domain : Contracts, Question : 48
[2025-02-11 08:29:45,300][root][INFO] - Domain : Contracts, Question : 58
[2025-02-11 08:30:16,283][root][INFO] - Domain : Contracts, Question : 65
[2025-02-11 08:30:47,937][root][INFO] - Domain : Contracts, Question : 72
[2025-02-11 08:31:19,088][root][INFO] - Domain : Contracts, Question : 77
[2025-02-11 08:31:50,261][root][INFO] - Processing question number 40
[2025-02-11 08:31:50,265][root][INFO] - Domain : Contracts, Question : 84
[2025-02-11 08:32:21,404][root][INFO] - Domain : Contracts, Question : 87
[2025-02-11 08:32:52,356][root][INFO] - Domain : Contracts, Question : 97
[2025-02-11 08:33:23,825][root][INFO] - Domain : Evidence, Question : 4
[2025-02-11 08:33:54,131][root][INFO] - Domain : Evidence, Question : 10
[2025-02-11 08:34:25,798][root][INFO] - Domain : Evidence, Question : 16
[2025-02-11 08:34:56,918][root][INFO] - Domain : Evidence, Question : 23
[2025-02-11 08:35:27,881][root][INFO] - Domain : Evidence, Question : 31
[2025-02-11 08:35:59,009][root][INFO] - Domain : Evidence, Question : 38
[2025-02-11 08:36:33,188][root][INFO] - Domain : Evidence, Question : 43
[2025-02-11 08:37:04,662][root][INFO] - Processing question number 50
[2025-02-11 08:37:04,666][root][INFO] - Domain : Evidence, Question : 50
[2025-02-11 08:37:36,302][root][INFO] - Domain : Evidence, Question : 51
[2025-02-11 08:38:06,850][root][INFO] - Domain : Evidence, Question : 60
[2025-02-11 08:38:38,496][root][INFO] - Domain : Evidence, Question : 73
[2025-02-11 08:39:09,730][root][INFO] - Domain : Evidence, Question : 80
[2025-02-11 08:39:40,330][root][INFO] - Domain : Evidence, Question : 85
[2025-02-11 08:40:11,227][root][INFO] - Domain : Evidence, Question : 90
[2025-02-11 08:40:43,010][root][INFO] - Domain : Evidence, Question : 98
[2025-02-11 08:41:14,545][root][INFO] - Domain : Civil_procedure, Question : 5
[2025-02-11 08:41:46,085][root][INFO] - Domain : Civil_procedure, Question : 12
[2025-02-11 08:42:17,438][root][INFO] - Processing question number 60
[2025-02-11 08:42:17,444][root][INFO] - Domain : Civil_procedure, Question : 19
[2025-02-11 08:42:48,515][root][INFO] - Domain : Civil_procedure, Question : 26
[2025-02-11 08:43:19,643][root][INFO] - Domain : Civil_procedure, Question : 33
[2025-02-11 08:43:51,478][root][INFO] - Domain : Civil_procedure, Question : 40
[2025-02-11 08:44:22,878][root][INFO] - Domain : Civil_procedure, Question : 47
[2025-02-11 08:44:54,113][root][INFO] - Domain : Civil_procedure, Question : 54
[2025-02-11 08:45:24,860][root][INFO] - Domain : Civil_procedure, Question : 61
[2025-02-11 08:45:55,438][root][INFO] - Domain : Civil_procedure, Question : 68
[2025-02-11 08:46:25,900][root][INFO] - Domain : Civil_procedure, Question : 75
[2025-02-11 08:46:56,632][root][INFO] - Domain : Civil_procedure, Question : 82
[2025-02-11 08:47:27,290][root][INFO] - Processing question number 70
[2025-02-11 08:47:27,306][root][INFO] - Domain : Civil_procedure, Question : 93
[2025-02-11 08:47:58,627][root][INFO] - Domain : Property, Question : 9
[2025-02-11 08:48:29,768][root][INFO] - Domain : Property, Question : 17
[2025-02-11 08:49:01,182][root][INFO] - Domain : Property, Question : 25
[2025-02-11 08:49:33,043][root][INFO] - Domain : Property, Question : 30
[2025-02-11 08:50:03,686][root][INFO] - Domain : Property, Question : 36
[2025-02-11 08:50:35,048][root][INFO] - Domain : Property, Question : 46
[2025-02-11 08:51:07,395][root][INFO] - Domain : Property, Question : 53
[2025-02-11 08:51:38,772][root][INFO] - Domain : Property, Question : 59
[2025-02-11 08:52:09,086][root][INFO] - Domain : Property, Question : 66
[2025-02-11 08:52:39,797][root][INFO] - Processing question number 80
[2025-02-11 08:52:39,805][root][INFO] - Domain : Property, Question : 69
[2025-02-11 08:53:11,450][root][INFO] - Domain : Property, Question : 81
[2025-02-11 08:53:43,132][root][INFO] - Domain : Property, Question : 88
[2025-02-11 08:54:14,738][root][INFO] - Domain : Property, Question : 91
[2025-02-11 08:54:46,089][root][INFO] - Domain : Property, Question : 94
[2025-02-11 08:55:18,362][root][INFO] - Domain : Property, Question : 100
[2025-02-11 08:55:49,277][root][INFO] - Domain : Torts, Question : 11
[2025-02-11 08:56:20,769][root][INFO] - Domain : Torts, Question : 18
[2025-02-11 08:56:52,759][root][INFO] - Domain : Torts, Question : 22
[2025-02-11 08:57:23,907][root][INFO] - Domain : Torts, Question : 32
[2025-02-11 08:57:55,075][root][INFO] - Processing question number 90
[2025-02-11 08:57:55,083][root][INFO] - Domain : Torts, Question : 39
[2025-02-11 08:58:26,253][root][INFO] - Domain : Torts, Question : 45
[2025-02-11 08:58:57,802][root][INFO] - Domain : Torts, Question : 52
[2025-02-11 08:59:29,186][root][INFO] - Domain : Torts, Question : 57
[2025-02-11 09:00:00,281][root][INFO] - Domain : Torts, Question : 63
[2025-02-11 09:00:32,060][root][INFO] - Domain : Torts, Question : 67
[2025-02-11 09:01:03,712][root][INFO] - Domain : Torts, Question : 74
[2025-02-11 09:01:35,098][root][INFO] - Domain : Torts, Question : 79
[2025-02-11 09:02:06,029][root][INFO] - Domain : Torts, Question : 92
[2025-02-11 09:02:36,513][root][INFO] - Domain : Torts, Question : 95
[2025-02-11 09:03:08,184][root][INFO] - Inference complete
[2025-02-11 09:03:08,184][root][INFO] - Saving raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,195][root][INFO] - Starting parsing of raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,197][root][ERROR] - |Q. 62||D: Constitutional_law| Failed to extract Rule_application: 
[2025-02-11 09:03:08,198][root][ERROR] - |Q. 62||D: Constitutional_law| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,198][root][ERROR] - |Q. 62||D: Constitutional_law| Failed to extract chosen option: 
[2025-02-11 09:03:08,199][root][ERROR] - |Q. 29||D: Criminal_law| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,199][root][ERROR] - |Q. 37||D: Criminal_law| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,199][root][ERROR] - |Q. 37||D: Criminal_law| Failed to extract chosen option: 
[2025-02-11 09:03:08,201][root][ERROR] - |Q. 34||D: Contracts| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,201][root][ERROR] - |Q. 34||D: Contracts| Failed to extract chosen option: 
[2025-02-11 09:03:08,201][root][ERROR] - |Q. 58||D: Contracts| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,206][root][ERROR] - |Q. 94||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,207][root][ERROR] - |Q. 94||D: Property| Failed to extract chosen option: 
[2025-02-11 09:03:08,207][root][ERROR] - |Q. 18||D: Torts| Failed to extract chosen option: 
[2025-02-11 09:03:08,207][root][ERROR] - |Q. 39||D: Torts| Failed to extract Legal_conclusion: 
[2025-02-11 09:03:08,209][root][INFO] - Saving parsed outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,215][root][INFO] - Dumped the response to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,216][root][INFO] - Saved parsed outputs
[2025-02-11 09:03:08,216][root][INFO] - Saving parsing metadata to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,217][root][INFO] - Dumped the stats to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,217][root][INFO] - Saved parsing metadata
[2025-02-11 09:03:08,221][root][INFO] - Metrics will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,234][root][INFO] - Metrics calculated, saving backup to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:03:08,236][root][INFO] - Dumped the metrics to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
Metrics successfully appended to master CSV.
[2025-02-11 09:03:09,060][root][INFO] - Evaluation completed for markdown_fact_first_few_shot_structured, on test_set_2
[2025-02-11 09:03:09,060][root][INFO] - Summary of metrics : {'label_accuracy': 0.34, 'misclassification_rate': 0.6599999999999999, 'combined_accuracy': 0.21, 'malformed_label': 5, 'malformed_domain': 37, 'total_predictions': 100, 'correct_predictions': 34, 'correct_label_and_domain': 21, 'Constitutional_Law_accuracy': 0.35714285714285715, 'Contracts_accuracy': 0.26666666666666666, 'Criminal_Law_accuracy': 0.35714285714285715, 'Evidence_accuracy': 0.13333333333333333, 'Real_Property_accuracy': 0.06666666666666667, 'Torts_accuracy': 0.14285714285714285, 'Civil_Procedure_accuracy': 0.15384615384615385, 'Constitutional_Law_confidence': 0.13, 'Contracts_confidence': 0.17, 'Criminal_Law_confidence': 0.21, 'Evidence_confidence': 0.05, 'Real_Property_confidence': 0.03, 'Torts_confidence': 0.15, 'Civil_Procedure_confidence': 0.05, 'correct_domain_wrong_label': 42, 'correct_label_wrong_domain': 13, 'both_wrong': 24}
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_06 evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
[2025-02-11 09:03:40,420][root][INFO] - Setting global seed to 206
[2025-02-11 09:03:40,486][root][INFO] - Running evaluation of the trained model on the test_set_2
[2025-02-11 09:03:40,486][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 09:03:40,487][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_2.json
[2025-02-11 09:03:40,489][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 09:03:40,519][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 09:03:40,519][root][INFO] - Questions selected, dataset contains 100 questions with 14.285714285714286 questions per domain
[2025-02-11 09:03:40,693][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 09:03:41,047][root][INFO] - Full model selected, loading model
[2025-02-11 09:04:15,051][root][INFO] - Tokenizer special tokens: {'bos_token': '<s>', 'eos_token': '</s>', 'unk_token': '<unk>', 'pad_token': '[PAD]'} have been added
[2025-02-11 09:05:13,156][root][INFO] - Fine-tuned model selected, loading adapter
[2025-02-11 09:05:13,156][root][WARNING] - Inference will be done using model.generate instead of hf pipeline since peft model is not compatible with it
Evaluation failed with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_06 evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_06 evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=untrained
[2025-02-11 09:05:19,402][root][INFO] - Setting global seed to 206
[2025-02-11 09:05:19,409][root][INFO] - Running evaluation of the untrained model on the test_set_2
[2025-02-11 09:05:19,409][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 09:05:19,410][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_2.json
[2025-02-11 09:05:19,411][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 09:05:19,413][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 09:05:19,413][root][INFO] - Questions selected, dataset contains 100 questions with 14.285714285714286 questions per domain
[2025-02-11 09:05:19,547][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 09:05:19,788][root][INFO] - Full model selected, loading model
[2025-02-11 09:05:33,372][root][INFO] - Baseline model selected, no adapter needed
[2025-02-11 09:05:33,373][root][WARNING] - Inference will be done using hf pipeline since model.generate consistently generates gibberish
[2025-02-11 09:05:40,003][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': False, 'include_system_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${eval.prompt.response_format}_${eval.prompt.response_type}_${eval.prompt.explanation_type}.txt'}
[2025-02-11 09:05:40,004][root][INFO] - Raw output for this run will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:05:40,004][root][INFO] - Starting inference
[2025-02-11 09:05:40,524][root][INFO] - Processing question number 0
[2025-02-11 09:05:40,534][root][INFO] - Domain : Constitutional_law, Question : 1
[2025-02-11 09:06:12,470][root][INFO] - Domain : Constitutional_law, Question : 6
[2025-02-11 09:06:44,295][root][INFO] - Domain : Constitutional_law, Question : 13
[2025-02-11 09:07:16,261][root][INFO] - Domain : Constitutional_law, Question : 20
[2025-02-11 09:07:47,753][root][INFO] - Domain : Constitutional_law, Question : 27
[2025-02-11 09:08:18,646][root][INFO] - Domain : Constitutional_law, Question : 35
[2025-02-11 09:08:48,952][root][INFO] - Domain : Constitutional_law, Question : 41
[2025-02-11 09:09:19,813][root][INFO] - Domain : Constitutional_law, Question : 49
[2025-02-11 09:09:50,926][root][INFO] - Domain : Constitutional_law, Question : 56
[2025-02-11 09:10:21,355][root][INFO] - Domain : Constitutional_law, Question : 62
[2025-02-11 09:10:52,379][root][INFO] - Processing question number 10
[2025-02-11 09:10:52,449][root][INFO] - Domain : Constitutional_law, Question : 70
[2025-02-11 09:11:22,672][root][INFO] - Domain : Constitutional_law, Question : 78
[2025-02-11 09:11:53,464][root][INFO] - Domain : Constitutional_law, Question : 86
[2025-02-11 09:12:24,420][root][INFO] - Domain : Constitutional_law, Question : 99
[2025-02-11 09:12:54,867][root][INFO] - Domain : Criminal_law, Question : 2
[2025-02-11 09:13:26,287][root][INFO] - Domain : Criminal_law, Question : 8
[2025-02-11 09:13:57,295][root][INFO] - Domain : Criminal_law, Question : 15
[2025-02-11 09:14:28,245][root][INFO] - Domain : Criminal_law, Question : 21
[2025-02-11 09:14:59,020][root][INFO] - Domain : Criminal_law, Question : 29
[2025-02-11 09:15:30,400][root][INFO] - Domain : Criminal_law, Question : 37
[2025-02-11 09:16:01,872][root][INFO] - Processing question number 20
[2025-02-11 09:16:01,874][root][INFO] - Domain : Criminal_law, Question : 44
[2025-02-11 09:16:32,134][root][INFO] - Domain : Criminal_law, Question : 55
[2025-02-11 09:17:03,245][root][INFO] - Domain : Criminal_law, Question : 64
[2025-02-11 09:17:33,871][root][INFO] - Domain : Criminal_law, Question : 71
[2025-02-11 09:18:04,709][root][INFO] - Domain : Criminal_law, Question : 76
[2025-02-11 09:18:35,614][root][INFO] - Domain : Criminal_law, Question : 83
[2025-02-11 09:19:07,067][root][INFO] - Domain : Criminal_law, Question : 89
[2025-02-11 09:19:38,028][root][INFO] - Domain : Criminal_law, Question : 96
[2025-02-11 09:20:09,154][root][INFO] - Domain : Contracts, Question : 3
[2025-02-11 09:20:40,113][root][INFO] - Domain : Contracts, Question : 7
[2025-02-11 09:21:11,676][root][INFO] - Processing question number 30
[2025-02-11 09:21:11,679][root][INFO] - Domain : Contracts, Question : 14
[2025-02-11 09:21:42,687][root][INFO] - Domain : Contracts, Question : 24
[2025-02-11 09:22:13,549][root][INFO] - Domain : Contracts, Question : 28
[2025-02-11 09:22:44,316][root][INFO] - Domain : Contracts, Question : 34
[2025-02-11 09:23:15,850][root][INFO] - Domain : Contracts, Question : 42
[2025-02-11 09:23:46,783][root][INFO] - Domain : Contracts, Question : 48
[2025-02-11 09:24:17,783][root][INFO] - Domain : Contracts, Question : 58
[2025-02-11 09:24:48,738][root][INFO] - Domain : Contracts, Question : 65
[2025-02-11 09:25:20,364][root][INFO] - Domain : Contracts, Question : 72
[2025-02-11 09:25:51,490][root][INFO] - Domain : Contracts, Question : 77
[2025-02-11 09:26:22,635][root][INFO] - Processing question number 40
[2025-02-11 09:26:22,661][root][INFO] - Domain : Contracts, Question : 84
[2025-02-11 09:26:53,772][root][INFO] - Domain : Contracts, Question : 87
[2025-02-11 09:27:24,697][root][INFO] - Domain : Contracts, Question : 97
[2025-02-11 09:27:56,137][root][INFO] - Domain : Evidence, Question : 4
[2025-02-11 09:28:26,419][root][INFO] - Domain : Evidence, Question : 10
[2025-02-11 09:28:58,062][root][INFO] - Domain : Evidence, Question : 16
[2025-02-11 09:29:29,159][root][INFO] - Domain : Evidence, Question : 23
[2025-02-11 09:30:00,102][root][INFO] - Domain : Evidence, Question : 31
[2025-02-11 09:30:31,213][root][INFO] - Domain : Evidence, Question : 38
[2025-02-11 09:31:02,223][root][INFO] - Domain : Evidence, Question : 43
[2025-02-11 09:31:33,616][root][INFO] - Processing question number 50
[2025-02-11 09:31:33,623][root][INFO] - Domain : Evidence, Question : 50
[2025-02-11 09:32:05,253][root][INFO] - Domain : Evidence, Question : 51
[2025-02-11 09:32:35,793][root][INFO] - Domain : Evidence, Question : 60
[2025-02-11 09:33:07,430][root][INFO] - Domain : Evidence, Question : 73
[2025-02-11 09:33:38,653][root][INFO] - Domain : Evidence, Question : 80
[2025-02-11 09:34:09,247][root][INFO] - Domain : Evidence, Question : 85
[2025-02-11 09:34:40,132][root][INFO] - Domain : Evidence, Question : 90
[2025-02-11 09:35:11,908][root][INFO] - Domain : Evidence, Question : 98
[2025-02-11 09:35:43,435][root][INFO] - Domain : Civil_procedure, Question : 5
[2025-02-11 09:36:14,968][root][INFO] - Domain : Civil_procedure, Question : 12
[2025-02-11 09:36:46,314][root][INFO] - Processing question number 60
[2025-02-11 09:36:46,318][root][INFO] - Domain : Civil_procedure, Question : 19
[2025-02-11 09:37:17,382][root][INFO] - Domain : Civil_procedure, Question : 26
[2025-02-11 09:37:48,501][root][INFO] - Domain : Civil_procedure, Question : 33
[2025-02-11 09:38:20,330][root][INFO] - Domain : Civil_procedure, Question : 40
[2025-02-11 09:38:51,721][root][INFO] - Domain : Civil_procedure, Question : 47
[2025-02-11 09:39:22,951][root][INFO] - Domain : Civil_procedure, Question : 54
[2025-02-11 09:39:53,690][root][INFO] - Domain : Civil_procedure, Question : 61
[2025-02-11 09:40:24,265][root][INFO] - Domain : Civil_procedure, Question : 68
[2025-02-11 09:40:54,718][root][INFO] - Domain : Civil_procedure, Question : 75
[2025-02-11 09:41:25,444][root][INFO] - Domain : Civil_procedure, Question : 82
[2025-02-11 09:41:56,097][root][INFO] - Processing question number 70
[2025-02-11 09:41:56,141][root][INFO] - Domain : Civil_procedure, Question : 93
[2025-02-11 09:42:27,456][root][INFO] - Domain : Property, Question : 9
[2025-02-11 09:42:58,592][root][INFO] - Domain : Property, Question : 17
[2025-02-11 09:43:29,996][root][INFO] - Domain : Property, Question : 25
[2025-02-11 09:44:01,849][root][INFO] - Domain : Property, Question : 30
[2025-02-11 09:44:32,489][root][INFO] - Domain : Property, Question : 36
[2025-02-11 09:45:03,848][root][INFO] - Domain : Property, Question : 46
[2025-02-11 09:45:36,164][root][INFO] - Domain : Property, Question : 53
[2025-02-11 09:46:07,533][root][INFO] - Domain : Property, Question : 59
[2025-02-11 09:46:37,833][root][INFO] - Domain : Property, Question : 66
[2025-02-11 09:47:08,536][root][INFO] - Processing question number 80
[2025-02-11 09:47:08,542][root][INFO] - Domain : Property, Question : 69
[2025-02-11 09:47:40,181][root][INFO] - Domain : Property, Question : 81
[2025-02-11 09:48:11,858][root][INFO] - Domain : Property, Question : 88
[2025-02-11 09:48:43,457][root][INFO] - Domain : Property, Question : 91
[2025-02-11 09:49:14,806][root][INFO] - Domain : Property, Question : 94
[2025-02-11 09:49:47,074][root][INFO] - Domain : Property, Question : 100
[2025-02-11 09:50:17,984][root][INFO] - Domain : Torts, Question : 11
[2025-02-11 09:50:49,467][root][INFO] - Domain : Torts, Question : 18
[2025-02-11 09:51:21,453][root][INFO] - Domain : Torts, Question : 22
[2025-02-11 09:51:52,601][root][INFO] - Domain : Torts, Question : 32
[2025-02-11 09:52:23,761][root][INFO] - Processing question number 90
[2025-02-11 09:52:23,767][root][INFO] - Domain : Torts, Question : 39
[2025-02-11 09:52:54,933][root][INFO] - Domain : Torts, Question : 45
[2025-02-11 09:53:26,478][root][INFO] - Domain : Torts, Question : 52
[2025-02-11 09:53:57,855][root][INFO] - Domain : Torts, Question : 57
[2025-02-11 09:54:28,945][root][INFO] - Domain : Torts, Question : 63
[2025-02-11 09:55:00,720][root][INFO] - Domain : Torts, Question : 67
[2025-02-11 09:55:32,362][root][INFO] - Domain : Torts, Question : 74
[2025-02-11 09:56:03,743][root][INFO] - Domain : Torts, Question : 79
[2025-02-11 09:56:34,670][root][INFO] - Domain : Torts, Question : 92
[2025-02-11 09:57:05,149][root][INFO] - Domain : Torts, Question : 95
[2025-02-11 09:57:36,814][root][INFO] - Inference complete
